name	balance	scorumpower	posting_rewards_sp	curation_rewards_sp	post_count	comment_count	
sajidbashirzia	819.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sakethperi	1042.578900000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
salim1984	118.500000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
salmanmj9	2131.685759998 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
salvom18	39.639966670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
salwator1923	120.874133330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sam	3924.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
saman1	610.855777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sami6a	204.297321110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
samlee92	1482.166666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sampras81	130.036661170 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
samxarems	85.941226080 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sanafarhan	2615.293000002 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sanches	62.206274050 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sanderscheer	57.381500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sandex	120.805311600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sandyarora	99.146080000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sandyvasoya	94.128202280 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sang7373	114.002385880 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sangsu	1587.097224371 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sanjaydvr	241.878755562 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
santo2k	99.488007500 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
saphrant	138.086597697 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sapper11g	17.163302000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sapusapu	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
sarathgupta	1511.320197550 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
saraxywblue1984	543.188888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sarvar	509.335794487 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sasha14	235.900710180 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sashwat	869.339999999 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sasjer1992	155.929477000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
satoshi	422.367866667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
saurabh3394	365.365440000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
saurabhdhimu76	1049.238444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
savoks	174.183333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
savoy007	114.196082400 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sawe921	14.459351007 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
say210003	374.166103201 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sayeed	333.300000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
saymour0304	120.732834440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
saysth	2086.416000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sbteam	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scangel	24.692430000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scania84staxx11	387.523888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scenic	43.257324130 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
schnei44	294.435555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
schubbi	182.693333336 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorpaznatica44	1039.633333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorum2tom	1071.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumbear	31.105833333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumcoins2018	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumfun	524665.268053332 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumike	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumkrishna	1077.777777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumreg1	0.000000000 SCR	5.000000064 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumserega	11.607123780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumslim410	186.272482779 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness1	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness10	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness11	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness12	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness13	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness14	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness15	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness16	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness17	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness18	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness19	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness2	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness20	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness21	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness22	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness23	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness3	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness4	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness5	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness6	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness7	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness8	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scorumwitness9	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scot	5148.874555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scratch	1974.751052956 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scrkoki	136.739490783 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
scrprime	25.336112710 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seanyou	885.299638400 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sebastiaan85	197.504363390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
secco80	163.923333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
securelife	431.366611108 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seez1984	718.638888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seicomputer	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
selipete	258.816454070 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sengoa	265.679704330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
senna79	108.900000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seogarang	125.871111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seoin	1018.182052940 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seoyoungtae	1255.055359997 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
serdarayten	209.398461001 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sergeyag	6000.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sergius	37.890361290 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sergixc	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
serkansari	200.835042000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
serpil	590.789291960 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seth1991	45.349866666 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seunfunmi	57.928888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
seungtaikimg	5394.500000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sevgilim1	60.097147667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sezin	3477.360000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sgreg456	46.200000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shadad	1015.872731500 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shadowknight	139.800000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shadympho	41.221477930 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shafayet	213.999800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shahed	335.644200560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shahjahanbaloch1	663.717930530 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shaiky1	154.729000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shaiwal	346.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shakeddo	1000.113405780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shakedios	16.441666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shakul1989	1362.968536897 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shaman	453.223455000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shankarwarang	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shaolin2	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shaonian79	1117.264286390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sharad75	101.183066670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shaunbarnard	1429.252187465 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shearj74	53.222808030 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sheenacha	2241.778333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sheffchenko	16.657840000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shek	2362.767120000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sheshaw2018	1017.544682350 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shigooh	75.291503330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shim0819	279.586930031 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shimato	1742.347199999 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shimmy16	19.494398270 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shinjinhyeon	1176.208000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shintaeyoung	2335.327932270 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shiv	1781.600000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shiwong	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
shizzel	211.446650180 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shoji	7355.611111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shook1988	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shorty40	751.783835150 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shosho	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shravan471	181.442213721 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shtrumi	1152.977777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shukadev	148.325716519 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
shurik2207	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
shwo9	4092.381001885 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
siani25	1555.182898570 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sibiryaturku	161.917845000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
siciliano012	132.944352780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sicorio	131.549333331 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sidiel67	9.558288300 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sikunj	573.045000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
silentcreeper22	337.643722223 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
simargl2000	330.916666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
simobacu	359.336666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
simoneborriero	39.509208990 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
simoses	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
singhsandeep5100	26.748076600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sinki2000	2459.550000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sinne	446.144638707 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sinrakcho	5054.352000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sircodealot	1045.421894330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sirhot	122.363333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sismaru	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
siwalansmg123	12.096593120 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sixmeetsworld	2096.091419070 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sj151115	407.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sjh3122	1489.395555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sjmdoo	834.990000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sjs888	289.548888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skasen	414.770000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skh0793	2116.011222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ski	10702.929244780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skinazeer9	84.501918221 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skinnernau	48.908324890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sknollmeyer	736.571000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skolobov	149.157745000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skwogus31	4663.682629660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skycave	570.555555556 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skydahn	31.586012810 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skyderek	144.881111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skyloop	2714.288888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skyrocket5	188.191666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
skyrockzzz	57.388333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sleekender	228.828311110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sleese00	3280.106666660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
slightlyx	2957.804238200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
slobadob	293.760292120 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
slushyboy	132.333333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smandala	295.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smart09	777.746014820 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smax8	482.495362220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smbr	2994.462985131 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smith	0.000000000 SCR	165005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smith64fx	240.166478390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smmram31	906.646666666 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smotherator	125.646888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smunnerlyn23	207.584832000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smurman	39.808000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
smv77	209.588800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
snoefte	86.263712060 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
snoopysnyper45	110.888888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
soboutipour	1050.290000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
softman	300.915000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sokol2502	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
solos11	86.417224000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
songjonghyun	2898.199094590 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
songodzen	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
songokseon	2933.577777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
songq	1783.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sonjuin	618.211111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
soochul	475.106666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sorangar	105.835471230 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
soriziller	606.867844905 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
souiasylum	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
soulfultrax	2749.972222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sovikkn2018	965.618700000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
spaceperm	230.160000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sparkerm	492.624000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sparpa	486.592555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
spartak404	50.647015789 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
spat13	832.413995480 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
spatel	167.322605556 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
spatel46	503.040529300 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
spb	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
spieler91	2136.623111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sportamateur	713.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sportbuddy	1024.014618676 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sprtsfanmm	211.842222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
spyg	991.388611066 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sra1sscorum	230.008888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sridharduddala	149.422222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
srinibhukya	113.113920000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
srivathsmg	240.705761110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
srowjee	525.472222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
srp	122.753504440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ssemenukha	184.323611110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ssrdds	1061.678600000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sstedman	53.791614630 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
st33bot	1020.483780030 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stallionhurdler	122.628561670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stanislav	1063.233333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stannag	11.975750880 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stansuperman1	32.248412330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
star31030	3130.675451750 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stayclassycolora	499.995131112 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ste2303	211.141430140 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stefano2805	325.690000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stefanovk	171.670118335 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stefy71	44.728317940 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
steliosioannides	325.818006285 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stepanojo	2086.399999998 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stepforward	1763.378838240 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stephensonguru	7.855715119 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stesh	363.821514134 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
steveyrowe	306.454000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
steviecrissie254	156.681537860 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sth2017	112.322222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stiffmaisster	2845.555555556 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stivell	101.280000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stj1315	269.253623490 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stona98	60.299706440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stoney	86.752163750 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
storm86	178.800000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stroebs	393.776496711 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sts1403	285.346666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
stuliv12	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sudheerm309	688.251199999 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
suhaibashraf155	59.224444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sujithks	97.561777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
summerizer	9.486308330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sunburner	479.959733209 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sung6830	849.416296400 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sungod32	1741.573333337 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sunildhamani	1121.759439460 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sunilpcds	36.296271930 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sunwoong	660.988496110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sunyahmed	113.967802130 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sunyahmedbd	5.199750000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
superfamu	711.348995950 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
superfluo123	115.444444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
supremehyun	294.323554580 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
supremehyun123	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
suraj23487	12808.142025220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
surajwab	74.965172987 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sushicash85	62.676644290 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
sutekh	202.664737996 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
suzuki	4653.266666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
